answer_id,query,chunk_id,document_id,page_cited,page_start,page_end,total_pages,doc_exists,page_in_range,text_length,evidence_overlap_score,status,failure_reason
SAMPLE,(chunk sample),chunk_024868,smith_2023_climate_uncertainty_impacts_optimal_mitigation_pathways_social_cost_2304_08957v3,28,28,28,34,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_017692,randall_2007_climate_their_evaluation_w1705762375,54,54,54,74,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_041944,mercure_2013_complexity_economic_science_possible_economic_benefits_climate_change_1310_4403v2,8,8,8,15,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_045100,forster_2020_current_future_global_climate_impacts_resulting_covid_19_w3048190739,6,6,6,15,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_036501,alkhayuon_2019_basin_bifurcations_oscillatory_instability_rate_induced_thresholds_amoc_1901_10111v2,17,17,17,31,True,True,473,0.236,valid,
SAMPLE,(chunk sample),chunk_014393,shahid_2020_short_term_solar_energy_prediction_machine_learning_algorithms_2012_00688v1,12,12,12,17,True,True,179,0.895,weak_overlap,text present but short (179 chars); page exists but evidence confidence is low
SAMPLE,(chunk sample),chunk_044867,malik_2018_land_use_driven_change_soil_ph_affects_microbial_w2889480988,5,5,5,10,True,True,699,0.349,valid,
SAMPLE,(chunk sample),chunk_021253,smith_2010_politics_social_ecological_resilience_sustainable_socio_technical_transitions_w1788156339,4,4,4,13,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_003666,huang_2023_evaluating_loss_functions_learning_data_pre_processing_climate_2306_11144v1,1,1,1,6,True,True,494,0.247,valid,
SAMPLE,(chunk sample),chunk_015011,saha_2013_ncep_climate_forecast_system_version_2_w2060172488,9,9,9,24,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_002104,ross_2019_designing_materials_electrochemical_carbon_dioxide_recycling_w2954959763,43,43,43,47,True,True,699,0.349,valid,
SAMPLE,(chunk sample),chunk_020674,kabeyi_2022_sustainable_energy_transition_renewable_low_carbon_grid_electricity_w4220773259,41,41,41,45,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_026291,rockstr_m_2016_sustainable_intensification_agriculture_human_prosperity_global_sustainability_w2468709268,14,14,14,14,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_017547,randall_2007_climate_their_evaluation_w1705762375,40,40,40,74,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_004338,cannon_2017_multivariate_quantile_mapping_bias_correction_n_dimensional_probability_w2597689547,16,16,16,19,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_013827,guen_2022_deep_learning_spatio_temporal_forecasting_application_solar_energy_2205_03571v1,150,150,150,216,True,True,293,0.146,valid,
SAMPLE,(chunk sample),chunk_037171,guti_rrez_finol_2025_scalable_kinetic_monte_carlo_platform_enabling_comprehensive_simulations_2511_09413v1,6,6,6,25,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_047050,guo_2024_monthly_climate_prediction_deep_convolutional_neural_network_long_w4401163187,12,12,12,17,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_020623,kabeyi_2022_sustainable_energy_transition_renewable_low_carbon_grid_electricity_w4220773259,37,37,37,45,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_013935,guen_2022_deep_learning_spatio_temporal_forecasting_application_solar_energy_2205_03571v1,174,174,174,216,True,True,407,0.203,valid,
SAMPLE,(chunk sample),chunk_042955,sindelarova_2014_global_data_set_biogenic_voc_emissions_calculated_megan_w2130338957,16,16,16,25,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_032718,gr_bler_1999_dynamics_energy_technologies_global_change_w2096967727,24,24,24,40,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_025929,altieri_2015_agroecology_design_climate_change_resilient_farming_systems_w2077880182,22,22,22,22,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_042130,mercure_2013_dynamics_technology_diffusion_impacts_climate_policy_instruments_decarbonisation_1309_7626v4,17,17,17,18,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_030072,baumann_2019_metal_organic_framework_functionalization_design_strategies_advanced_electrochemical_w2963819993,8,8,8,14,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_009364,werf_2010_global_fire_emissions_contribution_deforestation_savanna_forest_agricultural_w2134927874,2,2,2,29,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_017360,randall_2007_climate_their_evaluation_w1705762375,20,20,20,74,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_009151,guenther_2012_emissions_gases_aerosols_nature_version_2_1_megan2_w2955601895,18,18,18,22,True,True,699,0.349,valid,
SAMPLE,(chunk sample),chunk_016163,delworth_2006_gfdl_s_cm2_global_coupled_climate_part_i_w2003164867,28,28,28,32,True,True,354,0.177,valid,
SAMPLE,(chunk sample),chunk_048824,cowls_2021_ai_gambit_leveraging_artificial_intelligence_combat_climate_change_w3207559276,23,23,23,25,True,True,699,0.349,valid,
SAMPLE,(chunk sample),chunk_036790,treutlein_2026_real_world_energy_data_200_feeders_low_voltage_2602_03521v1,2,2,2,20,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_035323,bui_2018_carbon_capture_storage_ccs_way_forward_w2784350055,102,102,102,115,True,True,337,0.169,valid,
SAMPLE,(chunk sample),chunk_017220,randall_2007_climate_their_evaluation_w1705762375,4,4,4,74,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_048957,alam_2020_high_level_penetration_renewable_energy_sources_into_grid_w3033581805,15,15,15,23,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_038312,kartun_giles_2023_introduction_complex_networks_climate_finance_2309_15890v1,4,4,4,12,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_028078,bony_2006_how_well_do_we_understand_evaluate_climate_change_w2052115269,26,26,26,38,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_038243,cardenas_2024_financial_climate_risk_review_recent_advances_key_challenges_2404_07331v1,18,18,18,20,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_026176,folke_2016_social_ecological_resilience_biosphere_sustainability_science_w2527125744,16,16,16,16,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_023724,rehak_2025_im_possibility_sustainable_artificial_intelligence_why_it_does_2503_17702v1,4,4,4,10,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_014374,shahid_2020_short_term_solar_energy_prediction_machine_learning_algorithms_2012_00688v1,6,6,6,17,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_009066,guenther_2012_emissions_gases_aerosols_nature_version_2_1_megan2_w2955601895,7,7,7,22,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_033393,rosen_2016_prospects_hydrogen_as_energy_carrier_overview_hydrogen_energy_w2277727683,10,10,10,20,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_032344,mittal_2020_nanoparticle_sustainable_agriculture_food_science_recent_advances_future_w3108609864,17,17,17,38,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_005958,steenwerth_2014_climate_smart_agriculture_global_research_agenda_scientific_basis_w2113355006,21,21,21,39,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_049531,achakulwisut_2023_global_fossil_fuel_reduction_pathways_under_different_climate_w4386715594,14,14,14,15,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_003088,gr_bler_2018_low_energy_demand_scenario_meeting_1_5_c_w2800190939,105,105,105,121,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_007186,friedlingstein_2019_global_carbon_budget_2019_w2979653715,26,26,26,56,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_010017,greenhalgh_2017_beyond_adoption_new_framework_theorizing_evaluating_nonadoption_abandonment_w2765304416,10,10,10,21,True,True,698,0.349,valid,
SAMPLE,(chunk sample),chunk_041121,li_2020_open_source_energy_system_modeling_break_even_costs_2001_07264v1,66,66,66,78,True,True,594,0.297,valid,
SAMPLE,(chunk sample),chunk_010485,andreae_2006_black_carbon_brown_carbon_nature_light_absorbing_carbonaceous_w2132436820,5,5,5,18,True,True,191,0.955,weak_overlap,text present but short (191 chars); page exists but evidence confidence is low
SAMPLE,(chunk sample),chunk_044597,martin_2011_hadgem2_family_met_office_unified_climate_configurations_w2140155467,25,25,25,35,True,True,699,0.349,valid,
SAMPLE,(chunk sample),chunk_027667,abdin_2019_hydrogen_as_energy_vector_w2998704111,12,12,12,32,True,True,700,0.35,valid,
